id,ds,bmi-gt
293702.jpg,A,25.801998084173412
293757.jpg,A,17.974751868521647
293789.jpg,A,25.059285550590214
293790.jpg,A,28.480827902784892
293813.jpg,A,20.360669509854556
293814.jpg,A,27.368625527935638
293822.jpg,A,27.47564120314682
293826.jpg,A,25.82704580432131
293827.jpg,A,20.223187687595374
293844.jpg,A,25.10962786531239
293851.jpg,A,25.678216955030926
293856.jpg,A,37.76252628181746
293861.jpg,A,25.82704580432131
293864.jpg,A,25.10962786531239
293870.jpg,A,25.82704580432131
293878.jpg,A,23.028230141027237
293898.jpg,A,34.97102150791777
293899.jpg,A,26.147215793631077
293907.jpg,A,29.68486687023233
293929.jpg,A,25.685333618838072
293964.jpg,A,27.34159478667349
293971.jpg,A,25.104646784601155
293974.jpg,A,30.26504640143584
293982.jpg,A,26.581080537948843
293983.jpg,A,33.89524638064083
294019.jpg,A,24.327667135942804
294039.jpg,A,25.824410660376376
294043.jpg,A,21.9100630957712
294074.jpg,A,23.62762714484342
294078.jpg,A,30.344530578459715
294081.jpg,A,25.801998084173412
294082.jpg,A,25.82704580432131
294117.jpg,A,44.63685238698883
294130.jpg,A,30.131553438374862
294153.jpg,A,37.305732828464116
294170.jpg,A,30.81386034603711
294172.jpg,A,30.83118415575548
294173.jpg,A,33.673414958605605
294178.jpg,A,41.052938291903466
294186.jpg,A,22.80718793994637
294212.jpg,A,38.93923828959213
294215.jpg,A,19.36830799528228
294224.jpg,A,24.69459269398491
294253.jpg,A,29.52994949828557
294258.jpg,A,35.187808580784456
294267.jpg,A,23.463387174497825
294278.jpg,A,27.46711655588047
294283.jpg,A,19.968840148508786
294302.jpg,A,31.566389316392712
294311.jpg,A,31.93006311592492
294318.jpg,A,21.956479329957578
294324.jpg,A,25.824410660376376
294334.jpg,A,22.596359327829326
294351.jpg,A,34.97102150791777
294361.jpg,A,21.412537100014347
294369.jpg,A,23.01259288588439
294376.jpg,A,19.197447055185272
294400.jpg,A,22.150900448290702
294418.jpg,A,28.696717560357012
294454.jpg,A,23.62762714484342
294466.jpg,A,21.926874856766442
294467.jpg,A,29.18013394504076
294509.jpg,A,28.60480459725684
294517.jpg,A,23.05590830225443
294519.jpg,A,20.982333661555806
294542.jpg,A,24.36599049311977
294545.jpg,A,22.150900448290702
294567.jpg,A,28.341961041201838
294572.jpg,A,22.4982265673199
294597.jpg,A,25.678216955030926
294606.jpg,A,29.9976354230932
294611.jpg,A,20.087702292249904
294623.jpg,A,19.258464581883114
294627.jpg,A,20.80512023125884
294630.jpg,A,21.728836798254747
294658.jpg,A,25.104353841396126
294686.jpg,A,34.08232037119964
294715.jpg,A,24.21038499410285
294727.jpg,A,20.982333661555806
294747.jpg,A,21.632910160884517
294764.jpg,A,22.31524158631214
294767.jpg,A,20.526469145951733
294769.jpg,A,32.280513325470466
294820.jpg,A,30.40958391992849
294838.jpg,A,22.377793352188124
294840.jpg,A,29.02520316200495
294855.jpg,A,32.89031228514966
294865.jpg,A,32.549517603182714
294874.jpg,A,29.288039987252322
294888.jpg,A,21.28670874394995
294917.jpg,A,40.443191704173714
294960.jpg,A,25.84814633193922
294984.jpg,A,21.28670874394995
294993.jpg,A,24.961050185635987
295007.jpg,A,21.412537100014347
295012.jpg,A,21.52253817026776
295013.jpg,A,21.873275829338787
295016.jpg,A,27.12459800265227
295020.jpg,A,26.581080537948843
295067.jpg,A,24.39220992630346
295073.jpg,A,32.549517603182714
295084.jpg,A,23.62762714484342
295087.jpg,A,33.90574750331534
295092.jpg,A,24.394306107279377
295111.jpg,A,33.06562121473548
295113.jpg,A,42.981621059769886
295115.jpg,A,30.131553438374862
295117.jpg,A,42.825074200028695
295133.jpg,A,25.842717189672484
295139.jpg,A,25.104646784601155
295143.jpg,A,27.457155204199577
295154.jpg,A,22.957374048285608
295175.jpg,A,25.497990109629217
295180.jpg,A,19.151070123199318
295181.jpg,A,24.407295485028897
295182.jpg,A,28.696717560357012
295184.jpg,A,26.581080537948843
295202.jpg,A,28.365539453777558
295212.jpg,A,21.632910160884517
295218.jpg,A,22.150900448290702
295228.jpg,A,27.3194438862252
295237.jpg,A,25.824410660376376
295257.jpg,A,26.386548329095397
295264.jpg,A,29.121225216575308
295266.jpg,A,30.541004264781836
295273.jpg,A,28.34243709664891
295277.jpg,A,20.087702292249904
295300.jpg,A,32.89031228514966
295302.jpg,A,26.386548329095397
295313.jpg,A,31.169823517926698
295318.jpg,A,29.158942852851194
295331.jpg,A,24.276182877134275
295334.jpg,A,25.82704580432131
295335.jpg,A,24.41213820238705
295336.jpg,A,25.768368102519656
295340.jpg,A,19.772227055373808
295341.jpg,A,21.52253817026776
295345.jpg,A,34.456517632061555
295364.jpg,A,23.05590830225443
295371.jpg,A,30.666487659196946
295376.jpg,A,29.68486687023233
295379.jpg,A,23.674791987294537
295380.jpg,A,30.83118415575548
295401.jpg,A,29.95326022276318
295412.jpg,A,30.666487659196946
295418.jpg,A,29.75790159132589
295433.jpg,A,27.09535250157567
295436.jpg,A,31.011260627606983
295437.jpg,A,22.80718793994637
295439.jpg,A,23.1846091358776
295464.jpg,A,27.4384363266499
295470.jpg,A,28.20958192275836
295486.jpg,A,25.678216955030926
295506.jpg,A,28.191696244414
295512.jpg,A,21.184528987900514
295535.jpg,A,24.36599049311977
295543.jpg,A,31.247536899055408
295547.jpg,A,33.05445159972485
295550.jpg,A,26.581080537948843
295559.jpg,A,31.011260627606983
295563.jpg,A,23.226946775727054
295578.jpg,A,52.418205389835556
295581.jpg,A,27.26188168233916
295582.jpg,A,24.030698542974747
295593.jpg,A,29.95326022276318
295595.jpg,A,30.418520613978433
295596.jpg,A,28.696717560357012
295602.jpg,A,24.218317823464503
295603.jpg,A,30.666487659196946
295613.jpg,A,23.70994418545665
295624.jpg,A,26.605416244007753
295629.jpg,A,22.46843983565206
295634.jpg,A,25.842388224046164
295647.jpg,A,19.197447055185272
295655.jpg,A,24.34451455085689
295660.jpg,A,25.801998084173412
295666.jpg,A,28.88910472393207
295669.jpg,A,23.6183008676682
295687.jpg,A,31.279422140789148
295693.jpg,A,23.748128043282108
295697.jpg,A,29.259732827593517
295699.jpg,A,27.457155204199577
295702.jpg,A,32.4879873241597
295719.jpg,A,27.97929962134809
295745.jpg,A,22.428566079731088
295753.jpg,A,31.193287703050114
295796.jpg,A,15.662053469118884
295804.jpg,A,25.801998084173412
295813.jpg,A,20.623374353376576
295815.jpg,A,23.70994418545665
295817.jpg,A,25.842717189672484
295819.jpg,A,24.81900717242683
295822.jpg,A,21.10923866327632
295827.jpg,A,29.64934432193029
295837.jpg,A,22.530670733175672
295845.jpg,A,18.65286641423205
295859.jpg,A,31.647868916113953
295873.jpg,A,28.24544915978666
295880.jpg,A,24.327667135942804
295904.jpg,A,23.05590830225443
295912.jpg,A,33.28140024751464
295914.jpg,A,25.84814633193922
295915.jpg,A,25.824410660376376
295936.jpg,A,22.957374048285608
295945.jpg,A,25.440017705645452
295954.jpg,A,27.368625527935638
295959.jpg,A,40.89282252350874
295964.jpg,A,28.696717560357012
295966.jpg,A,23.73402325232073
295967.jpg,A,22.383439697078465
295973.jpg,A,22.709977530222396
295977.jpg,A,24.030698542974747
295978.jpg,A,25.104646784601155
295980.jpg,A,25.801998084173412
295990.jpg,A,35.62184024427878
296001.jpg,A,20.3434485019892
296008.jpg,A,25.059285550590214
296013.jpg,A,27.4384363266499
296019.jpg,A,25.104646784601155
296020.jpg,A,27.368625527935638
296030.jpg,A,29.75790159132589
296042.jpg,A,25.06722091264063
296051.jpg,A,28.890104381523127
296071.jpg,A,43.5378047430074
296074.jpg,A,21.69967840212182
296080.jpg,A,27.12459800265227
296085.jpg,A,27.457155204199577
296105.jpg,A,30.896612412396106
296116.jpg,A,21.873275829338787
296122.jpg,A,27.40859357095805
296132.jpg,A,22.4982265673199
296134.jpg,A,26.54446374333024
296145.jpg,A,31.247536899055408
296152.jpg,A,31.093087575152694
296154.jpg,A,24.40755720441325
296160.jpg,A,23.6183008676682
296162.jpg,A,25.104353841396126
296167.jpg,A,25.383587304430066
296172.jpg,A,23.74789349618587
296174.jpg,A,23.62762714484342
296175.jpg,A,26.54446374333024
296176.jpg,A,27.70587574555017
296194.jpg,A,32.809913744008185
296210.jpg,A,24.961050185635987
296211.jpg,A,18.98721860185659
296217.jpg,A,23.752350683403613
296224.jpg,A,22.14252898175696
296227.jpg,A,27.368625527935638
296229.jpg,A,30.40958391992849
296230.jpg,A,26.54446374333024
296235.jpg,A,33.89127315921156
296248.jpg,A,28.591403282462426
296252.jpg,A,27.4384363266499
296267.jpg,A,22.239956109276687
296268.jpg,A,24.276182877134275
296269.jpg,A,28.88910472393207
296276.jpg,A,24.394306107279377
296277.jpg,A,18.245750351957096
296282.jpg,A,21.873275829338787
296283.jpg,A,20.360669509854556
296284.jpg,A,38.51732543254639
296289.jpg,A,35.187808580784456
296305.jpg,A,21.873275829338787
296307.jpg,A,21.52253817026776
296312.jpg,A,35.731261105915976
296314.jpg,A,21.94806181775484
296324.jpg,A,27.806951171156488
296335.jpg,A,22.709977530222396
296339.jpg,A,30.68345718117919
296345.jpg,A,28.128865125933856
296346.jpg,A,20.087702292249904
296350.jpg,A,21.62794392806521
296359.jpg,A,23.73402325232073
296360.jpg,A,29.52994949828557
296366.jpg,A,28.191696244414
296374.jpg,A,8.988032474251641
296382.jpg,A,23.387824811690965
296383.jpg,A,25.801998084173412
296387.jpg,A,25.86247385069213
296392.jpg,A,21.10923866327632
296393.jpg,A,36.844549353562385
296396.jpg,A,30.272897279330625
296397.jpg,A,24.327667135942804
296402.jpg,A,25.768368102519656
296413.jpg,A,28.88910472393207
296424.jpg,A,21.25682782248668
296428.jpg,A,23.05590830225443
296432.jpg,A,20.920538987167628
296441.jpg,A,16.03907989016185
296445.jpg,A,22.428566079731088
296453.jpg,A,37.707884060711336
296463.jpg,A,25.104646784601155
296471.jpg,A,22.31422007561941
296482.jpg,A,29.8370578029175
296499.jpg,A,20.087702292249904
296500.jpg,A,24.661335832430314
296501.jpg,A,23.748128043282108
296504.jpg,A,37.58892832588533
296509.jpg,A,25.842388224046164
296519.jpg,A,25.842388224046164
296520.jpg,A,41.841077974335256
296535.jpg,A,20.67417375173799
296536.jpg,A,26.452496971788392
296539.jpg,A,21.184528987900514
296549.jpg,A,25.225876142466607
296550.jpg,A,20.63446815345908
296555.jpg,A,28.696717560357012
296558.jpg,A,27.46365547768543
296564.jpg,A,24.998029519244326
296573.jpg,A,25.84814633193922
296577.jpg,A,29.98610588160693
296580.jpg,A,22.150900448290702
296585.jpg,A,24.36599049311977
296594.jpg,A,25.842717189672484
296608.jpg,A,27.368625527935638
296610.jpg,A,27.34730105710793
296611.jpg,A,33.00122519441057
296618.jpg,A,27.368625527935638
296626.jpg,A,31.566389316392712
296636.jpg,A,28.12278320914988
296639.jpg,A,28.72965685966872
296645.jpg,A,24.41213820238705
296656.jpg,A,29.02520316200495
296657.jpg,A,27.894051982890172
296666.jpg,A,26.876425877259386
296670.jpg,A,21.617890286739893
296683.jpg,A,25.09025315245335
296688.jpg,A,21.590804583149232
296689.jpg,A,27.34159478667349
296694.jpg,A,23.74789349618587
296698.jpg,A,29.8370578029175
296700.jpg,A,23.85905069623921
296704.jpg,A,20.920538987167628
296705.jpg,A,25.059285550590214
296713.jpg,A,19.968840148508786
296715.jpg,A,24.21038499410285
296718.jpg,A,29.121225216575308
296719.jpg,A,25.104353841396126
296726.jpg,A,18.373551696644586
296730.jpg,A,31.885241733730016
296737.jpg,A,21.970924382148343
296744.jpg,A,24.36599049311977
296749.jpg,A,23.818275575096322
296754.jpg,A,26.625490897502107
296768.jpg,A,24.412138202387037
296769.jpg,A,20.119056666275267
296770.jpg,A,27.894051982890172
296771.jpg,A,22.239956109276687
296773.jpg,A,38.40910818107097
296783.jpg,A,22.428566079731088
296795.jpg,A,27.12459800265227
296796.jpg,A,52.455834153889505
296806.jpg,A,34.456517632061555
296816.jpg,A,18.245750351957096
296817.jpg,A,22.31524158631214
296819.jpg,A,23.05590830225443
296824.jpg,A,23.73402325232073
296826.jpg,A,23.110395259527834
296827.jpg,A,20.542573564024746
296845.jpg,A,26.581080537948843
296848.jpg,A,25.74717701033009
296853.jpg,A,32.922092726632265
296854.jpg,A,28.349579847933327
296857.jpg,A,20.04742844047217
296868.jpg,A,22.80718793994637
296872.jpg,A,22.80718793994637
296874.jpg,A,35.62219206492317
296882.jpg,A,31.566389316392712
296883.jpg,A,21.4826816181006
296885.jpg,A,19.197447055185272
296887.jpg,A,28.057807234501553
296888.jpg,A,30.11383941518946
296889.jpg,A,25.74717701033009
296892.jpg,A,29.859474826060186
296894.jpg,A,24.21038499410285
296915.jpg,A,21.412537100014347
296927.jpg,A,28.28919021038745
296930.jpg,A,22.88926379656705
296932.jpg,A,28.191696244414
296937.jpg,A,22.69243156302205
296944.jpg,A,22.80718793994637
296961.jpg,A,19.310085789154595
296968.jpg,A,25.059285550590214
296976.jpg,A,25.10962786531239
296977.jpg,A,17.376905097102
296978.jpg,A,19.258662716273196
296982.jpg,A,23.49308020367832
296983.jpg,A,22.150900448290702
296988.jpg,A,19.525836388023126
296992.jpg,A,28.365539453777558
296993.jpg,A,23.674791987294537
296996.jpg,A,29.8370578029175
297000.jpg,A,28.12278320914988
297018.jpg,A,27.56521410564925
297020.jpg,A,28.696717560357012
297029.jpg,A,21.617890286739893
297037.jpg,A,26.571034778108352
297040.jpg,A,27.12459800265227
297062.jpg,A,20.119056666275267
297063.jpg,A,22.596359327829326
297065.jpg,A,25.104646784601155
297070.jpg,A,30.40958391992849
297075.jpg,A,36.91816741381784
297077.jpg,A,24.327667135942804
297085.jpg,A,22.31422007561941
297090.jpg,A,24.276182877134275
297093.jpg,A,31.380808480751448
297097.jpg,A,33.472862379468204
297099.jpg,A,20.449574955048934
297101.jpg,A,24.7996324595678
297105.jpg,A,28.191696244414
297107.jpg,A,26.625490897502107
297123.jpg,A,22.150900448290702
297125.jpg,A,27.802712952718572
297128.jpg,A,22.80718793994637
297129.jpg,A,22.046948341948166
297130.jpg,A,32.89031228514966
297136.jpg,A,20.969519091048525
297137.jpg,A,18.98721860185659
297138.jpg,A,27.40859357095805
297139.jpg,A,27.27373983009139
297140.jpg,A,25.606072120713982
297141.jpg,A,34.436061072428416
297142.jpg,A,30.822400342605683
297144.jpg,A,23.674791987294537
297145.jpg,A,27.12459800265227
297149.jpg,A,25.82704580432131
297160.jpg,A,20.78410476354801
297161.jpg,A,25.678216955030926
297162.jpg,A,21.632910160884517
297164.jpg,A,21.28670874394995
297170.jpg,A,30.68345718117919
297171.jpg,A,18.2900515147957
297176.jpg,A,32.44936524132678
297180.jpg,A,25.74717701033009
297181.jpg,A,23.29698017326025
297183.jpg,A,34.17699348334185
297190.jpg,A,30.81386034603711
297201.jpg,A,26.320172378906694
297210.jpg,A,25.06722091264063
297231.jpg,A,21.033559242015052
297233.jpg,A,22.596359327829326
297265.jpg,A,26.60838592993743
297321.jpg,A,22.428566079731088
297328.jpg,A,32.32352170314187
297329.jpg,A,26.581080537948843
297340.jpg,A,16.95287375165767
297347.jpg,A,21.69967840212182
297351.jpg,A,22.813890460483822
297354.jpg,A,19.067468891805266
297358.jpg,A,19.99842361539547
297359.jpg,A,31.093087575152694
297366.jpg,A,28.696717560357012
297372.jpg,A,24.563032902374932
297379.jpg,A,26.625490897502107
297380.jpg,A,6.725078352703497
297384.jpg,A,29.95326022276318
297387.jpg,A,25.361499132479874
297397.jpg,A,27.196700683317925
297398.jpg,A,22.673568832961468
297401.jpg,A,22.046948341948166
297406.jpg,A,21.10923866327632
297408.jpg,A,21.78934649469257
297409.jpg,A,30.81386034603711
297412.jpg,A,20.087702292249904
297414.jpg,A,24.276182877134275
297415.jpg,A,19.005989949955307
297416.jpg,A,21.412537100014347
297426.jpg,A,31.011260627606983
297427.jpg,A,22.709977530222396
297428.jpg,A,21.52253817026776
297430.jpg,A,21.768902371503707
297431.jpg,A,24.21038499410285
297440.jpg,A,29.052461992923426
297441.jpg,A,32.61309087975144
297454.jpg,A,26.43376839727222
297460.jpg,A,30.131553438374862
297465.jpg,A,29.95326022276318
297467.jpg,A,22.518675959542627
297471.jpg,A,24.40755720441325
297473.jpg,A,29.534533931054266
297476.jpg,A,21.69967840212182
297487.jpg,A,29.26408242367312
297488.jpg,A,21.78934649469257
297492.jpg,A,27.435077272193546
297493.jpg,A,23.62762714484342
297503.jpg,A,8.271881539651808
297505.jpg,A,24.21038499410285
297507.jpg,A,24.41213820238705
297518.jpg,A,23.73402325232073
297519.jpg,A,25.059285550590214
297533.jpg,A,24.407295485028897
297534.jpg,A,24.394306107279377
297539.jpg,A,38.02315076747304
297554.jpg,A,25.08790673394101
297558.jpg,A,30.131553438374862
297561.jpg,A,30.043513837386183
297565.jpg,A,22.596359327829326
297566.jpg,A,25.104646784601155
297570.jpg,A,34.302512827824025
297573.jpg,A,19.64527097943573
297575.jpg,A,18.88126314090873
297584.jpg,A,28.10381017274634
297585.jpg,A,19.766229547953518
297591.jpg,A,30.68345718117919
297602.jpg,A,20.3434485019892
297604.jpg,A,37.12259032429104
297607.jpg,A,28.88910472393207
297608.jpg,A,24.21038499410285
297616.jpg,A,26.581080537948843
297619.jpg,A,22.80718793994637
297621.jpg,A,22.518675959542627
297624.jpg,A,26.571034778108352
297625.jpg,A,25.059285550590214
297626.jpg,A,23.05590830225443
297627.jpg,A,42.5734174878999
297631.jpg,A,33.38168204154021
297633.jpg,A,31.799219260494798
297642.jpg,A,18.011361489486717
297659.jpg,A,28.321894711363093
297662.jpg,A,26.77828990357457
297668.jpg,A,24.961050185635987
297678.jpg,A,20.360669509854556
297681.jpg,A,21.184528987900514
297686.jpg,A,28.057807234501553
297688.jpg,A,24.902665015899032
297694.jpg,A,30.131553438374862
297695.jpg,A,23.17245930929708
297698.jpg,A,26.320172378906694
297716.jpg,A,32.280513325470466
297724.jpg,A,27.47564120314682
297725.jpg,A,22.14252898175696
297728.jpg,A,20.67417375173799
297748.jpg,A,22.673568832961468
297749.jpg,A,21.617890286739893
297760.jpg,A,25.768368102519656
297762.jpg,A,26.49934938374567
297763.jpg,A,27.12459800265227
297772.jpg,A,27.910134564846288
297774.jpg,A,32.77551107989595
297776.jpg,A,26.60838592993743
297777.jpg,A,27.368625527935638
297778.jpg,A,19.130247538594173
297780.jpg,A,30.40958391992849
297781.jpg,A,19.258662716273196
297785.jpg,A,22.4982265673199
297790.jpg,A,22.596359327829326
297793.jpg,A,19.968840148508786
297794.jpg,A,30.896612412396106
297799.jpg,A,21.455980841941734
297808.jpg,A,24.37307878126323
297810.jpg,A,21.639568489650564
297811.jpg,A,29.534533931054266
297826.jpg,A,28.591403282462426
297829.jpg,A,22.957374048285608
297831.jpg,A,21.28670874394995
297834.jpg,A,24.276182877134275
297851.jpg,A,25.87296055241789
297856.jpg,A,19.968840148508786
297857.jpg,A,21.926874856766442
297863.jpg,A,25.059285550590214
297864.jpg,A,25.059285550590214
297866.jpg,A,24.030698542974747
297867.jpg,A,31.169823517926698
297869.jpg,A,28.057807234501553
297877.jpg,A,25.104646784601155
297880.jpg,A,22.957374048285608
297884.jpg,A,24.998029519244326
297887.jpg,A,25.059285550590214
297889.jpg,A,27.894051982890172
297891.jpg,A,29.414135499365937
297893.jpg,A,22.428566079731088
297896.jpg,A,21.69967840212182
297897.jpg,A,23.110395259527834
297898.jpg,A,22.03630106648324
297902.jpg,A,25.793085191823845
297905.jpg,A,27.12459800265227
297908.jpg,A,23.49308020367832
297909.jpg,A,25.08790673394101
297911.jpg,A,20.378828412427445
297912.jpg,A,23.01259288588439
297919.jpg,A,25.059285550590214
297927.jpg,A,22.957374048285608
297929.jpg,A,25.74717701033009
297936.jpg,A,20.542573564024746
297939.jpg,A,23.110395259527834
297941.jpg,A,29.18013394504076
297946.jpg,A,23.674791987294537
297948.jpg,A,30.43064318857111
297949.jpg,A,27.835816033546305
297950.jpg,A,29.428224841949127
297957.jpg,A,22.957374048285608
297960.jpg,A,24.40755720441325
297961.jpg,A,23.70994418545665
297963.jpg,A,22.464945167072386
297969.jpg,A,19.525836388023126
297970.jpg,A,26.386548329095397
297971.jpg,A,21.926874856766442
297973.jpg,A,22.239956109276687
297974.jpg,A,21.94806181775484
297976.jpg,A,24.39220992630346
297978.jpg,A,24.41213820238705
297979.jpg,A,29.02520316200495
297984.jpg,A,30.131553438374862
297985.jpg,A,21.926874856766442
297993.jpg,A,20.07220252196268
297996.jpg,A,35.261977403447965
297997.jpg,A,23.05590830225443
297999.jpg,A,26.60838592993743
298003.jpg,A,25.824410660376376
298005.jpg,A,21.02156345205551
298011.jpg,A,30.896612412396106
298014.jpg,A,27.12459800265227
298019.jpg,A,25.225876142466607
298020.jpg,A,26.49934938374567
298025.jpg,A,27.12459800265227
298033.jpg,A,29.273167328735266
298034.jpg,A,19.36830799528228
298036.jpg,A,30.045708556784053
298038.jpg,A,30.40958391992849
298041.jpg,A,20.80512023125884
298045.jpg,A,21.02156345205551
298047.jpg,A,26.49934938374567
298048.jpg,A,35.441440717265124
298052.jpg,A,19.753255635979354
298053.jpg,A,23.01259288588439
298054.jpg,A,27.49783247116877
298055.jpg,A,22.428566079731088
298058.jpg,A,19.370284353240983
298064.jpg,A,24.39220992630346
298065.jpg,A,25.678216955030926
298066.jpg,A,23.05590830225443
298076.jpg,A,33.83659530237204
298077.jpg,A,23.028230141027237
298078.jpg,A,22.31422007561941
298079.jpg,A,29.8370578029175
298080.jpg,A,27.12459800265227
298081.jpg,A,21.10923866327632
298088.jpg,A,29.8370578029175
298089.jpg,A,26.54446374333024
298091.jpg,A,27.368625527935638
298092.jpg,A,40.443191704173714
